NA,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs.1,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
854,Land Rover Rover,Range,4.4L Sdv8 Autobiography Lwb Diesel,25174051.00,4367 cc,8,2,4WD,V,BS IV,"Front, Longitudinal",Injection,NA,Diesel,1868 mm,5200 mm,2073 mm,SUV,5,0.00,0.00,NA,NA,2687 kg,8,295.5 mm,Ventilated Disc,Ventilated Disc,Electronic air suspension,Electronic air suspension,1690 mm,1683 mm,NA,NA,Electric Power,All Windows,Yes,Smart Key,335bhp@3500rpm,740Nm@1750-2250rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,3120 mm,20,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,NA,4 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,3100 kg,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,8,NA,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,NA,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Only front,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
855,Land Rover Rover,Range,4.4L Sdv8 Svautobiography Lwb Diesel,39294685.00,4367 cc,8,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,NA,Diesel,1868 mm,5200 mm,2073 mm,SUV,5,8.69,13.50,NA,NA,NA,8,295 mm,Drum,Drum,"3-link with McPherson struts, Torsion bar & coil springs",4-link aluminum-alloy suspension,1692 mm,1685 mm,275/45 R21,275/45 R21,Electric Power,All Windows,Power seats,Yes,335bhp@3500rpm,740Nm@1750-2250rpm,Yes,Yes,Yes,Yes,4,Leather,Automatic,3120 mm,21,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,NA,Yes,NA,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Yes,Automatic,Analog,Yes,NA,Yes,Driver & Front Passenger,Yes,4 Zone climate control,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,NA,Yes,Yes,8,NA,"Rake, Reach",NA,NA,Yes,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,NA,Yes,NA,All,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
856,Land Rover Rover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,23675691.00,4367 cc,8,2,4WD,V,BS IV,"Front, Longitudinal",Injection,NA,Diesel,1868 mm,5200 mm,2073 mm,SUV,5,0.00,0.00,NA,NA,NA,8,295.5 mm,Ventilated Disc,Ventilated Disc,Electronic air suspension,Electronic air suspension,1692 mm,1685 mm,NA,NA,Electric Power,All Windows,"Yes, with memory",Remote,335bhp@3500rpm,740Nm@1750-2250rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,3120 mm,20,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Yes,NA,Yes,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,NA,4 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,8,NA,"Rake, Reach",NA,NA,Rear sensors,Yes,Yes,NA,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,All,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
870,Lamborghini,Huracan,Evo Spyder,41000000.00,5204 cc,10,4,AWD (All Wheel Drive),V,BS IV,"Rear, Transverse",Injection,NA,Petrol,1165 mm,4459 mm,1924 mm,Convertible,2,5.60,0.00,10.6 km/litre,NA,NA,7,NA,Ventilated Disc,Ventilated Disc,Aluminum double-wishbone suspension,Aluminum double-wishbone suspension,NA,NA,245/30 R20,305/30 R20,Hydraulic Power,Only Front Windows,Power seats,Smart Key,631Bhp@8250rpm,600Nm@6500rpm,Digital,Digital,Analog,Yes,2,Leather,Automatic,2620 mm,R20,Yes,NA,NA,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",NA,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,NA,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Sport,Yes,NA,Yes,Yes,NA,NA,NA,Yes,Yes,Front Row,NA,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,4,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Only front,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
995,Mg,Hector,1.5L Style,1248000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Petrol,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,14.16 km/kg,NA,6,192 mm,Ventilated Disc,Ventilated Disc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141bhp,250NM,Yes,Yes,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,Digital,NA,Yes,NA,Yes,NA,Yes,NA,Yes,Manual,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",NA,Yes,NA,NA,2,NA,Yes,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
996,Mg,Hector,2.0L Style,1348000.00,2000 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Diesel,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,17.41 km/litre,NA,NA,6,192 mm,Ventilated Disc,Ventilated Disc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168bhp,350NM,Yes,Yes,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,NA,CD Player with USB & Aux-in,NA,Yes,NA,Yes,Manual,NA,Yes,NA,NA,Digital,NA,Yes,NA,Yes,NA,Yes,Manual,Yes,Manual,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",NA,Yes,Yes,NA,2,NA,NA,NA,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,Cup Holders,NA,Yes,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
997,Mg,Hector,2.0L Super,1448000.00,2000 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Diesel,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,17.41 km/litre,NA,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168bhp,350NM,Yes,Yes,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,Manual,NA,Yes,NA,NA,Digital,Yes,Yes,NA,Yes,NA,Yes,Manual,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",NA,Yes,Yes,NA,2,NA,NA,NA,NA,Rear sensors with camera,NA,Yes,Yes,NA,Touch Sensitive,NA,NA,Yes,NA,Yes,NA,NA,Cup Holders,NA,Yes,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
998,Mg,Hector,2.0L Smart,1588000.00,2000 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Diesel,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,17.41 km/litre,NA,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,168bhp,350NM,Yes,Yes,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,Manual,NA,Yes,NA,NA,Digital,NA,Yes,NA,Yes,NA,Yes,Manual,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",NA,Yes,Yes,NA,6,NA,NA,NA,NA,Rear sensors with camera,NA,Yes,Yes,NA,Touch Sensitive,Yes,NA,Yes,NA,Yes,Yes,NA,Cup Holders,NA,Yes,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
999,Mg,Hector,2.0L Sharp,1728000.00,2000 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Diesel,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,17.41 km/litre,NA,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168bhp,350NM,NA,NA,NA,NA,5,NA,Manual,2750 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,6,NA,NA,NA,NA,Front & rear sensors with 360 degree view,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
1000,Mg,Hector,1.5L Super,1328000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Petrol,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,14.16 km/kg,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141bhp,250NM,Yes,NA,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,NA,Yes,NA,Yes,Manual,NA,Yes,NA,NA,Digital,Yes,Yes,NA,Yes,NA,Yes,Manual,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",NA,Yes,Yes,NA,2,NA,NA,NA,NA,Rear sensors with camera,NA,Yes,Yes,NA,Touch Sensitive,NA,NA,Yes,NA,Yes,Yes,NA,Cup Holders,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1001,Mg,Hector,1.5L Super Hybrid,1388000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Hybrid,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,14.16 km/kg,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141bhp,250NM,Yes,NA,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,Manual,NA,Yes,NA,NA,Digital,NA,Yes,NA,Yes,NA,Yes,Manual,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",NA,Yes,Yes,NA,2,NA,NA,NA,NA,Rear sensors with camera,NA,Yes,Yes,NA,Touch Sensitive,NA,NA,Yes,NA,Yes,NA,NA,Cup Holders,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1002,Mg,Hector,1.5L Sharp Hybrid,1628000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Hybrid,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,14.16 km/kg,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141bhp,250NM,NA,NA,NA,NA,5,NA,Manual,2750 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,6,NA,NA,NA,NA,Front & rear sensors with 360 degree view,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
1003,Mg,Hector,1.5L Smart Hybrid,1498000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Hybrid,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,14.16 km/kg,NA,6,192 mm,Ventilated Disc,Ventilated Disc,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,141bhp,250NM,Yes,NA,Yes,Yes,5,Fabric,Manual,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,NA,Yes,NA,Yes,Manual,NA,Yes,NA,NA,Digital,NA,Yes,NA,Yes,NA,Yes,Manual,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",NA,Yes,Yes,NA,6,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,Touch Sensitive,NA,NA,Yes,Electric Adjustment,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1004,Mg,Hector,1.5L Smart Dct,1568000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Petrol,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,13.96 km/kg,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141bhp,250NM,Yes,Yes,Yes,Yes,5,Fabric,DCT,2750 mm,NA,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,Manual,NA,Yes,NA,Yes,Digital,Yes,Yes,NA,Yes,NA,Yes,Manual,Digital,Automatic,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag",NA,Yes,Yes,NA,6,NA,NA,NA,NA,Rear sensors with camera,NA,Yes,Yes,NA,Touch Sensitive,NA,NA,Yes,Electric Adjustment,Yes,Yes,NA,Cup Holders,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1005,Mg,Hector,1.5L Sharp Dct,1718000.00,1500 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Petrol,1760 mm,4655 mm,1835 mm,SUV,5,0.00,0.00,NA,13.96 km/kg,NA,6,192 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141bhp,250NM,NA,NA,NA,NA,5,NA,DCT,2750 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automatic,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,6,NA,NA,NA,NA,Front & rear sensors with 360 degree view,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
1006,Tata,Nexon Ev,Xm,1399000.00,NA,NA,NA,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,NA,Electric,1607 mm,3994 mm,1811 mm,SUV,5,0.00,0.00,NA,NA,NA,NA,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,NA,NA,R16,R16,Electric Power,All Windows,NA,Smart Key,129PS,245Nm,Digital,Digital,Analog,Yes,5,Fabric,Automatic,2498 mm,NA,Yes,Yes,NA,Yes,NA,8 yrs/1.6L kmBattery Warranty,Yes,With Remote,NA,Yes,Yes,Yes,"Digital, Analog",Front,Yes,Yes,Yes,NA,Yes,With Remote,Digital,Manual,Digital,Yes,NA,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,Yes,NA,NA,Yes,"Normal, Sport",Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,NA,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",312 km/full charge
1007,Tata,Nexon Ev,Xz Plus,1499000.00,NA,NA,NA,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,NA,Electric,1607 mm,3994 mm,1811 mm,SUV,5,0.00,0.00,NA,NA,NA,NA,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,NA,NA,R16,R16,Electric Power,All Windows,NA,Smart Key,129PS,245Nm,Digital,Digital,Analog,Yes,5,Fabric,Automatic,2498 mm,NA,Yes,Yes,USB & Aux-in,Yes,NA,8 yrs/1.6L kmBattery Warranty,Yes,With Remote,NA,Yes,Yes,Yes,"Digital, Analog",Front,Yes,Yes,Yes,NA,Yes,With Remote,Digital,Manual,Digital,Yes,NA,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,Yes,NA,NA,Yes,"Normal, Sport",Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,NA,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",312 km/full charge
1008,Tata,Nexon Ev,Xz Plus Lux,1599000.00,NA,NA,NA,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,NA,Electric,1607 mm,3994 mm,1811 mm,SUV,5,0.00,0.00,NA,NA,NA,NA,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,NA,NA,R16,R16,Electric Power,All Windows,NA,Smart Key,129PS,245Nm,Digital,Digital,Analog,Yes,5,Fabric,Automatic,2498 mm,NA,Yes,Yes,USB & Aux-in,Yes,NA,8 yrs/1.6L kmBattery Warranty,Yes,With Remote,NA,Yes,Yes,Yes,"Digital, Analog",Front,Yes,Yes,Yes,NA,Yes,With Remote,Digital,Manual,Digital,Yes,NA,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,Yes,NA,NA,Yes,"Normal, Sport",Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,NA,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",300 km/full charge
1040,Lexus,Es,300H,5695000.00,2487 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Hybrid,1445 mm,4975 mm,1865 mm,Sedan,4,17.80,0.00,17.8 km/litre,NA,1670 kg,NA,NA,Ventilated Disc,Solid Disc,MacPherson Strut,Double wishbone,NA,NA,235/45 R18,235/45 R18,Electric Power,All Windows,Power seats,Yes,176Bhp@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2870 mm,235/45 R18,Yes,1,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,NA,Yes,Internal,NA,Yes,Yes,NA,Analog,NA,Yes,Front,Yes,NA,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,NA,3 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,10,12.5:1,"Rake, Reach",NA,NA,Front and rear sensors with camera,NA,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Only front,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
